trail_name,feature_name,edge_uid,elastic_net_coefficient,abs_elastic_net_coefficient,screen_rank,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,coefficient_rank
Pine Hill West Branch Trail,edge_515506324,515506324,0.6226922487938946,0.6226922487938946,60,11,0.8598036975115856,0.8598036975115856,10.0,54
Pine Hill West Branch Trail,edge_511142301,511142301,0.5561680368573505,0.5561680368573505,58,10,0.8623133029660195,0.8623133029660195,7.0,55
Pine Hill West Branch Trail,edge_511135463,511135463,0.5539327644473844,0.5539327644473844,13,10,0.893166103123505,0.893166103123505,7.0,56
Pine Hill West Branch Trail,edge_515088418,515088418,-0.5505691396318564,0.5505691396318564,75,11,0.8542805278252628,0.8542805278252628,5.454545454545454,57
Pine Hill West Branch Trail,edge_511142299,511142299,0.5498505821935898,0.5498505821935898,59,10,0.8623133029660195,0.8623133029660195,7.0,58
Pine Hill West Branch Trail,edge_513729921,513729921,0.5407961506942311,0.5407961506942311,17,11,0.8901795122308955,0.8901795122308955,10.0,59
Pine Hill West Branch Trail,edge_513729922,513729922,0.48185866166293995,0.48185866166293995,15,10,0.8903757989871504,0.8903757989871504,10.0,60
Pine Hill West Branch Trail,edge_510760223,510760223,-0.4768179798682806,0.4768179798682806,92,10,0.8483666504436027,0.8483666504436027,8.5,61
Pine Hill West Branch Trail,edge_515001259,515001259,-0.4709180404039235,0.4709180404039235,67,11,0.8577516582607534,0.8577516582607534,11.818181818181818,62
Pine Hill West Branch Trail,edge_515807617,515807617,0.46286966149900854,0.46286966149900854,25,10,-0.881874881445028,0.881874881445028,10.0,63
Pine Hill West Branch Trail,edge_499446754,499446754,-0.4370787075706595,0.4370787075706595,35,13,0.8765374333128916,0.8765374333128916,8.461538461538462,64
Pine Hill West Branch Trail,edge_511069904,511069904,0.42543507434616185,0.42543507434616185,20,13,0.8879758588652813,0.8879758588652813,7.6923076923076925,65
Pine Hill West Branch Trail,edge_515507465,515507465,0.41612993899969647,0.41612993899969647,49,11,0.8662723613674177,0.8662723613674177,8.636363636363637,66
Pine Hill West Branch Trail,edge_514165565,514165565,0.410201319205108,0.410201319205108,100,10,0.846529954422062,0.846529954422062,7.5,67
Pine Hill West Branch Trail,edge_499445325,499445325,-0.3993699925687405,0.3993699925687405,71,11,0.8561749841561825,0.8561749841561825,7.7272727272727275,68
Pine Hill West Branch Trail,edge_510844898,510844898,0.35145678190058505,0.35145678190058505,10,11,0.8960224485158391,0.8960224485158391,9.090909090909092,69
Pine Hill West Branch Trail,edge_515359296,515359296,-0.34272807657462606,0.34272807657462606,56,10,0.8651965255840364,0.8651965255840364,22.5,70
Pine Hill West Branch Trail,edge_511113408,511113408,-0.32892097383761004,0.32892097383761004,48,15,0.86735126935027,0.86735126935027,9.333333333333334,71
Pine Hill West Branch Trail,edge_514165571,514165571,0.32785897788550084,0.32785897788550084,99,10,0.8465299544220621,0.8465299544220621,7.5,72
Pine Hill West Branch Trail,edge_511012603,511012603,0.31081820410410294,0.31081820410410294,66,10,0.8587671749822251,0.8587671749822251,7.0,73
Pine Hill West Branch Trail,edge_514178065,514178065,0.2742696672100423,0.2742696672100423,21,11,0.8869969832633203,0.8869969832633203,10.0,74
