edge_uid,n_train_observed,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,std_trip_count,min_trip_count,max_trip_count,trail_name,screen_rank
511033776,10,10,-0.8542773815466821,0.8542773815466821,6.0,2.1081851067789192,5.0,10.0,Pine Hill West Branch Trail,77
514796365,10,10,0.8542761193198104,0.8542761193198104,10.0,8.819171036881968,5.0,30.0,Pine Hill West Branch Trail,78
514173601,10,10,0.8537199956526017,0.8537199956526017,15.5,13.218253372598902,5.0,40.0,Pine Hill West Branch Trail,79
510889550,12,12,0.8532922523297226,0.8532922523297226,7.083333333333333,3.3427896171076075,5.0,15.0,Pine Hill West Branch Trail,80
512606667,11,11,0.8531212164712427,0.8531212164712427,12.272727272727273,9.317627477967866,5.0,35.0,Pine Hill West Branch Trail,81
511167396,10,10,0.85246379161841,0.85246379161841,7.5,4.249182927993988,5.0,15.0,Pine Hill West Branch Trail,82
514919485,10,10,-0.8522131630540254,0.8522131630540254,8.5,5.296749527356901,5.0,20.0,Pine Hill West Branch Trail,83
511529695,11,11,0.8505863135912286,0.8505863135912286,11.363636363636363,8.090398349558907,5.0,30.0,Pine Hill West Branch Trail,84
512938261,10,10,0.8501482617557228,0.8501482617557228,15.5,15.356865999719258,5.0,55.0,Pine Hill West Branch Trail,85
499385081,10,10,0.8492528360193027,0.8492528360193027,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,86
499385080,10,10,0.8492528360193026,0.8492528360193026,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,87
499385086,10,10,0.8492528360193026,0.8492528360193026,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,88
499385084,10,10,0.8492528360193026,0.8492528360193026,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,89
499386099,10,10,0.8492528360193025,0.8492528360193025,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,90
499386101,10,10,0.8492528360193022,0.8492528360193022,7.0,3.496029493900505,5.0,15.0,Pine Hill West Branch Trail,91
510760223,10,10,0.8483666504436027,0.8483666504436027,8.5,5.296749527356901,5.0,20.0,Pine Hill West Branch Trail,92
514067435,12,12,0.847380524479318,0.847380524479318,8.333333333333334,4.438126822992972,5.0,20.0,Pine Hill West Branch Trail,93
499445753,10,10,0.8473433422819008,0.8473433422819008,7.5,4.85912657903775,5.0,20.0,Pine Hill West Branch Trail,94
511480692,11,11,0.8471746604222282,0.8471746604222282,8.636363636363637,4.522670168666454,5.0,15.0,Pine Hill West Branch Trail,95
511306462,10,10,-0.8466716224944938,0.8466716224944938,6.5,3.3747427885527643,5.0,15.0,Pine Hill West Branch Trail,96
507762566,10,10,-0.8465723787425641,0.8465723787425641,8.5,4.1163630117428225,5.0,15.0,Pine Hill West Branch Trail,97
514165582,10,10,0.8465299544220621,0.8465299544220621,7.5,3.5355339059327373,5.0,15.0,Pine Hill West Branch Trail,98
514165571,10,10,0.8465299544220621,0.8465299544220621,7.5,3.5355339059327378,5.0,15.0,Pine Hill West Branch Trail,99
514165565,10,10,0.846529954422062,0.846529954422062,7.5,3.5355339059327378,5.0,15.0,Pine Hill West Branch Trail,100
515782250,10,10,0.9914542760236483,0.9914542760236483,16.0,15.77621275493231,5.0,55.0,Vernooy Falls Trail,1
514123475,11,11,0.9892899762954603,0.9892899762954603,16.818181818181817,15.695975164469276,5.0,55.0,Vernooy Falls Trail,2
512401933,10,10,0.9883222448146708,0.9883222448146708,17.0,36.224607965059086,5.0,120.0,Vernooy Falls Trail,3
515782252,10,10,0.9868311626725105,0.9868311626725105,17.0,17.669811040931428,5.0,60.0,Vernooy Falls Trail,4
511077932,12,12,0.9818457114224223,0.9818457114224223,5.833333333333333,2.8867513459481287,5.0,15.0,Vernooy Falls Trail,5
511080090,10,10,0.9806945431823137,0.9806945431823137,5.5,1.5811388300841898,5.0,10.0,Vernooy Falls Trail,6
513594302,10,10,0.97954157334711,0.97954157334711,6.5,3.3747427885527643,5.0,15.0,Vernooy Falls Trail,7
512439479,10,10,0.9786603243560854,0.9786603243560854,6.5,3.3747427885527643,5.0,15.0,Vernooy Falls Trail,8
511287376,11,11,0.977547881757427,0.977547881757427,6.363636363636363,3.2333489534143163,5.0,15.0,Vernooy Falls Trail,9
514054345,11,11,0.9745889725735367,0.9745889725735367,7.7272727272727275,9.045340337332908,5.0,35.0,Vernooy Falls Trail,10
511080218,10,10,0.9735658840664988,0.9735658840664988,5.5,1.5811388300841898,5.0,10.0,Vernooy Falls Trail,11
511080241,10,10,0.9735658840664988,0.9735658840664988,5.5,1.5811388300841898,5.0,10.0,Vernooy Falls Trail,12
511080060,11,11,0.9733004221938956,0.9733004221938956,5.454545454545454,1.507556722888818,5.0,10.0,Vernooy Falls Trail,13
515782279,10,10,0.970011471469692,0.970011471469692,16.5,17.646214576755234,5.0,60.0,Vernooy Falls Trail,14
