edge_uid,reported_months,mean_trips,std_trips,log_variance,max_trips
512397892,63,779.8412698412699,1790.7116913381494,2.6347248274797095,9965.0
512396830,63,710.2380952380952,1633.616468139618,2.631185866091822,9175.0
512397910,63,778.015873015873,1786.5524873528248,2.6276445849144183,9935.0
511062144,63,400.0,709.7898371371808,2.624528157048683,2960.0
512413313,63,218.25396825396825,454.91594290040746,2.6230662755976555,2490.0
510857724,63,828.7301587301587,2783.190320746164,2.619708586896997,13290.0
512407490,63,1067.857142857143,3550.497547401122,2.619637244864169,17350.0
511181159,63,768.6507936507936,2784.2263369638085,2.6174018835244084,13120.0
512404312,63,846.984126984127,1924.6018733004826,2.616789405763542,10390.0
512403400,63,483.57142857142856,1062.74159627862,2.6162455877534514,6000.0
512397674,63,768.4126984126984,1780.1077861069903,2.6159957318900204,9945.0
512396833,63,711.5873015873016,1653.777646587436,2.6131628190694274,9335.0
512398016,63,759.3650793650794,1763.734237730142,2.608995864207816,9785.0
512407494,63,1067.2222222222222,3554.272505956034,2.6089349739992183,17375.0
512407440,63,1067.3015873015872,3549.476883924386,2.608247863787523,17340.0
512404314,63,851.6666666666666,1930.191366076799,2.6045761316619958,10430.0
512428310,63,308.8888888888889,1021.6196993186077,2.601564620431506,5170.0
512414116,63,438.41269841269843,924.4557358673724,2.599762164971381,3945.0
512413311,63,224.28571428571428,461.80384149380274,2.599196589761362,2520.0
512428330,63,309.6825396825397,1024.3620646670443,2.5976008263594697,5205.0
512396336,63,1153.2539682539682,3876.4971258492983,2.5917450467035734,20765.0
511040448,63,1126.2698412698412,3827.7641254660416,2.5908233593467385,27285.0
510838041,63,781.2698412698413,2618.6339039249942,2.579501921819924,11155.0
511052198,63,877.3809523809524,2429.3968880426546,2.578339773434167,13110.0
512407484,63,1068.888888888889,3549.4944488326655,2.577259196989355,17345.0
511042024,63,1227.3015873015872,4860.356238221309,2.5748498759935687,34175.0
512414003,63,322.46031746031747,834.5647276815743,2.564750582643864,5390.0
510838085,63,820.5555555555555,2749.9472298618916,2.5636873912627727,11900.0
510648741,63,351.9047619047619,1194.820282265263,2.563335407286152,6505.0
512397927,63,787.1428571428571,1817.0455713313663,2.5628071810933153,10095.0
510648495,63,331.42857142857144,1130.624445138482,2.5611380679773865,6265.0
510838062,63,798.6507936507936,2682.9222762883387,2.559789087850707,11510.0
511057669,63,1270.3968253968253,4427.050946389169,2.559386233238945,21655.0
512397911,63,787.063492063492,1810.9582730895488,2.5592650722198584,10065.0
511037443,63,993.4126984126984,4209.556028367503,2.559058153717263,30175.0
510979814,63,1147.142857142857,2388.50586213562,2.5588744963885763,15785.0
511043293,63,746.9047619047619,897.9485708795914,2.5555203002419224,4830.0
511062133,63,230.47619047619048,370.9813862447713,2.553913579313778,1735.0
512414112,63,402.46031746031747,836.7341818892263,2.5510982117261833,3590.0
510648493,63,327.14285714285717,1109.6060454219175,2.550576699926258,6175.0
512403153,63,730.3174603174604,1687.3456615241623,2.550418783706539,9515.0
510837958,63,769.047619047619,2584.0588941940923,2.5498356295224744,11140.0
512401546,63,837.3809523809524,2829.3853853772152,2.5484623455392836,14870.0
511042014,63,1299.047619047619,4519.415896560411,2.5452753109533246,31930.0
511062132,63,233.8095238095238,377.73594878513785,2.545047872269267,1785.0
512396812,63,728.1746031746031,1640.0288406166142,2.5431903130986577,9135.0
510648740,63,352.93650793650795,1196.5008239488134,2.5424148650391234,6515.0
510857728,63,828.2539682539683,2787.6316920620693,2.5422857792549367,13315.0
510971648,63,1060.7142857142858,835.0501516438211,2.5362805794262133,4580.0
511060151,63,678.6507936507936,1833.5647912822728,2.5342267737911532,9135.0
510971740,63,1702.4603174603174,2233.85170635397,2.533761168117576,12745.0
512407516,63,1066.2698412698412,3557.5668978197555,2.533675339413283,17405.0
512403426,63,1863.2539682539682,5642.532758829125,2.5319051919173403,28360.0
512396344,63,1231.904761904762,4131.751213173127,2.5312830998832876,21810.0
